Sr.,Category,HS Code,Product,Verity,Summary,Short specs,Long Specs
781,vegetables,71080,Microgreen,Kale,"Microgreen kale is a type of vegetable that is grown to be consumed in its entirety, including the stem, leaves, and flower buds. It is typically grown in regions with cooler climates, and is harvested in the late fall or early winter. This vegetable is often compared to other greens, such as spinach or collards, in terms of taste and texture.","Size: 1-2 inches, Shape: Oval, Skin Color: Green, Appearance: Smooth, Texture: Crisp, Weight: 5 grams","Size: 1-2 inches, Shape: Oval, Skin Color: Green, Appearance: Smooth, Texture: Crisp, Weight: 5 grams,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days Beta vulgaris, Origin: Europe and western Asia, Taste: Sweet and earthy, Seed: One to three seeds per cluster, Ripening Season: Late summer to early fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: One to two weeks. Kale, also called Borecole, is a vegetable from the cabbage family. It is grown for its edible leaves which are dark green and have a curly shape. The leaves have a slightly bitter taste and are rich in vitamins and minerals. Kale can be grown throughout the year and is a good source of Vitamin C, Vitamin K, and Beta-Carotene. It has a shelf life of 3-5 days."
782,vegetables,71080,Microgreen,Broccoli,"Microgreen broccoli has a bright green color with a slightly bitter taste. The vegetable is rich in vitamins A, C, and K, and also contains calcium, iron, and fiber. Microgreen broccoli is commonly used in salads, stir-fries, and soups.","Size: 1-2 inches, Shape: Long and slender, Skin Color: Green, Appearance: Vibrant and fresh, Texture: Tender and slightly crunchy, Weight: 20 g","Size: 1-2 inches, Shape: Long and slender, Skin Color: Green, Appearance: Vibrant and fresh, Texture: Tender and slightly crunchy, Weight: 20 g,Scientific name: Brassica oleracea, Origin: Europe, Taste: Mild, Seed: Sprouts, Ripening Season: Spring, Nutritional Value: High in vitamins A, C, and E, Shelf life: 10 days."
784,vegetables,71080,Microgreen,Radish,"Microgreen radishes are small, young radishes that are harvested 7 to 21 days after planting. They have a crisp texture and a slightly spicy flavor. Microgreen radishes are a good source of vitamins A, C, and E, and they are a good source of fiber.","Size: 2-3 inches, Shape: Cylindrical, Skin Color: Red, Appearance: Smooth, Texture: Crisp, Weight: 20-30 grams.","Size: 2-3 inches, Shape: Cylindrical, Skin Color: Red, Appearance: Smooth, Texture: Crisp, Weight: 20-30 grams.,Scientific name: Raphanus sativus, Origin: China, Taste: Spicy, Seed: Black, Ripening Season: Spring and Fall, Nutritional Value: Vitamins A, C, and E, Shelf life: 5-7 days"
785,vegetables,71080,Microgreen,Basil,"Basil microgreens have a sweet, anise-like flavor and are commonly used as a garnish or in pesto. These delicate greens are produced in warm weather months and are a good source of vitamins A and C.","Size: 1-2 inches, Shape: Oval, Skin Color: Green, Appearance: Bright green, Texture: Crisp, Weight: 2 grams","Size: 1-2 inches, Shape: Oval, Skin Color: Green, Appearance: Bright green, Texture: Crisp, Weight: 2 grams,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days Beta vulgaris, Origin: Europe and western Asia, Taste: Sweet and earthy, Seed: One to three seeds per cluster, Ripening Season: Late summer to early fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: One to two weeks.Ocimum basilicum, Origin: India, Taste: minty, Seed: small, round, Ripening Season: mid-spring to early fall, Nutritional Value: high in vitamins A and C, Shelf life: up to 1 week."
786,vegetables,71080,Microgreen,Coriander,"Microgreens are young greens that are harvested when they are about 2-3 inches tall. They can be used as a garnish or added to salads and other dishes for a pop of color and flavor. Some common microgreens include radish, basil, and arugula.","Size: 2-3 cm, Shape: Oblong, Skin Color: Green, Appearance: Smooth, Texture: Crisp, Weight: 20 g","Size: 2-3 cm, Shape: Oblong, Skin Color: Green, Appearance: Smooth, Texture: Crisp, Weight: 20 g,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days Beta vulgaris, Origin: Europe and western Asia, Taste: Sweet and earthy, Seed: One to three seeds per cluster, Ripening Season: Late summer to early fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: One to two weeks. CorianderScientific name: Coriandrum sativumOrigin: IndiaTaste: Spicy, aromaticSeed: AnnualRipening Season: SummerNutritional Value: Rich in vitamins A, C, and K, and a good source of calcium, iron, and magnesiumShelf life: 2-3 weeks"
787,vegetables,71080,Microgreen,Sunflower,"Microgreen sunflowers are a variety of sunflower that is grown to be harvested as a microgreen. These sunflowers are usually grown in soil, hydroponically, or in a soilless media. Microgreen sunflowers can be harvested as early as 7 days after germination and up to 21 days after germination.","Size: 1-2 inches, Shape: Tear drop, Skin Color: Bright green, Appearance: Vibrant, Texture: Tender, Weight: 1 gram","Size: 1-2 inches, Shape: Tear drop, Skin Color: Bright green, Appearance: Vibrant, Texture: Tender, Weight: 1 gram,Scientific name: Helianthus annuus, Origin: Annual plant, Taste: Nutty, Seed: Edible, Ripening Season: Summer, Nutritional Value: Vitamin A, Vitamin C, Shelf life: 5-7 days"
789,vegetables,70992,Olive,Arbequina,"Arbequina olives are small, almond-shaped olives that are grown in Spain and Portugal. These olives have a delicate, buttery flavor and are often used in salads and as a garnish.","Size: Medium, Shape: Round, Skin Color: Green, Appearance: Smooth, Texture: Firm, Weight: 30 grams","Size: Medium, Shape: Round, Skin Color: Green, Appearance: Smooth, Texture: Firm, Weight: 30 grams,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days Beta vulgaris, Origin: Europe and western Asia, Taste: Sweet and earthy, Seed: One to three seeds per cluster, Ripening Season: Late summer to early fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: One to two weeks. Olive variety Arbequina;Scientific name: Arbequina olives, Origin: Spain, Taste: Fruity, Seed: Pitted, Ripening Season: October to November, Nutritional Value: Healthy fat, Shelf life: 1-2 years."
791,vegetables,70992,Olive,Manzanilla,"Manzanilla olives are a small, smooth variety of olive with a light, fruity flavor. They are typically grown in Spain and are available year-round. Manzanilla olives are a good choice for snacking or for adding to salads, antipasto platters, and other dishes.","Size: Medium, Shape: Spherical, Skin Color: Green, Appearance: Smooth, Texture: Firm, Weight: 50-70 grams","Size: Medium, Shape: Spherical, Skin Color: Green, Appearance: Smooth, Texture: Firm, Weight: 50-70 grams,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days Beta vulgaris, Origin: Europe and western Asia, Taste: Sweet and earthy, Seed: One to three seeds per cluster, Ripening Season: Late summer to early fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: One to two weeks. Olive variety: ManzanillaScientific name: Olea europaeaOrigin: SpainTaste: FruitySeed: SingleRipening Season: October to NovemberNutritional Value: Rich in vitamins and mineralsShelf life: 1-2 years"
793,vegetables,70992,Olive,Spanish Olives - Gordal,"Gordal olives are a type of Spanish olive that is large and oval-shaped. The olives are typically harvested in the fall and are known for their mild, slightly sweet flavor.","Size: 8cm, Shape: oval, Skin Color: green, Appearance: pitted, Texture: firm, Weight: 50g","Size: 8cm, Shape: oval, Skin Color: green, Appearance: pitted, Texture: firm, Weight: 50g,Scientific name: Olea europaea, Origin: Spain, Taste: Mild, fruity, Seed: Pit, Ripening Season: October to November, Nutritional Value: Vitamin E and healthy fats, Shelf life: 12 to 18 months"
800,vegetables,70993,Sponge Gourd,Local,"Luffa aegyptiaca, commonly known as the angled luffa, dishcloth gourd, or Egyptian luffa, is a vine widely grown for its fibrous fruit, which when mature is harvested, dried, and used as a bath or kitchen sponge. The young fruits are commonly used as vegetables.","Size: 20-30 cm, Shape: cylindrical, Skin Color: green, Appearance: smooth, Texture: spongy, Weight: 50-70 g","Size: 20-30 cm, Shape: cylindrical, Skin Color: green, Appearance: smooth, Texture: spongy, Weight: 50-70 g,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days Beta vulgaris, Origin: Europe and western Asia, Taste: Sweet and earthy, Seed: One to three seeds per cluster, Ripening Season: Late summer to early fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: One to two weeks. Luffa aegyptiaca, Origin: India, Taste: Mild, Seed: Edible, Ripening Season: Summer, Nutritional Value: Vitamin C, Shelf life: 3-4 days"
801,vegetables,71080,Sprouted Bean,Mix,"The sprouted beans are a variety of bean that is grown in the region of production. The seasonality of the sprouted beans is year-round, and the vegetable likeness among consumers is high. The other exciting features of the sprouted beans include their high nutritional value and their ability to be used in a variety of dishes.","Size: 3-4 mm, Shape: spherical, Skin Color: green, Appearance: smooth, Texture: crunchy, Weight: 1 g","Size: 3-4 mm, Shape: spherical, Skin Color: green, Appearance: smooth, Texture: crunchy, Weight: 1 g,Scientific name: Phaseolus vulgaris, Origin: Mexico, Taste: nutty and earthy, Seed: fava, mung, lentil, garbanzo, soy, Ripening Season: all year, Nutritional Value: high in protein, fiber, and vitamins, Shelf life: 2-3 days"
805,vegetables,121293,Sugarcane,Rapadura,"Sugarcane is a perennial grass that is native to tropical and subtropical regions of the world. It is one of the most important crops in the world, and it is used for both its sugar and its ethanol. Sugarcane is a very sweet vegetable, and it is often used in desserts. It is also used in some savory dishes, such as curries. Sugarcane is in season from late summer to early winter.","Size: 2-3 cm in diameter, Shape: Cylindrical, Skin Color: Green, Appearance: Smooth, Texture: Juicy, fleshy, Weight: 50-60","Size: 2-3 cm in diameter, Shape: Cylindrical, Skin Color: Green, Appearance: Smooth, Texture: Juicy, fleshy, Weight: 50-60,Scientific name: Saccharum officinarum, Origin: Asia, Taste: Sweet, Seed: Yes, Ripening Season: Summer, Nutritional Value: High in sugar, Shelf life: 1 year"
806,vegetables,70610,Turnip,White Cape,"The White Cape turnip is a winter vegetable that is grows in the temperate regions of the world. It is a root vegetable that is similar in appearance to a radish, but has a milder flavor. The White Cape turnip is a good source of vitamins and minerals, and can be eaten raw or cooked.","Size: 3-4 cm,Shape: turnip-shaped ,Skin Color: white, Appearance: smooth, slightly curved, Texture: firm, crisp, Weight: 50-70 grams","Size: 3-4 cm,Shape: turnip-shaped ,Skin Color: white, Appearance: smooth, slightly curved, Texture: firm, crisp, Weight: 50-70 grams,Scientific name: Brassica rapa, Origin: Europe, Taste: mild and slightly sweet, Seed: white, Ripening Season: late summer to early winter, Nutritional Value: high in Vitamin C and fiber, Shelf life: 3-5 days"
807,vegetables,70610,Turnip,Snowball,The Turnip variety Snowball is a white turnip that is popular among consumers for its resemblance to a radish. This vegetable is produced in the region of Europe and is in season during the winter months. Some exciting features of the Snowball Turnip include its ability to be used in a variety of dishes and its distinct flavor.,"Size: 3-6 cm, Shape: round and white, Skin Color: white, Appearance: smooth, Texture: firm and crisp, Weight: 50-70 grams.","Size: 3-6 cm, Shape: round and white, Skin Color: white, Appearance: smooth, Texture: firm and crisp, Weight: 50-70 grams.,Scientific name: Brassica rapa, Origin: Europe , Taste: Sweet, Seed: Minimum, Ripening Season: Spring-Fall, Nutritional Value: Low in calories, high in fiber, Shelf life: 2-3 days"
811,vegetables,71450,Yautia,Blanca,The yautia blanca is a root vegetable that is popular in Puerto Rican cuisine. It has a white flesh and a mild flavor. It is often used in stews and soups.,"Size: 6 to 10 inches long, Shape: Cylindrical, Skin Color: White, Appearance: Smooth with some bumps, Texture: Crispy, Weight: 100 grams","Size: 6 to 10 inches long, Shape: Cylindrical, Skin Color: White, Appearance: Smooth with some bumps, Texture: Crispy, Weight: 100 grams,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days Beta vulgaris, Origin: Europe and western Asia, Taste: Sweet and earthy, Seed: One to three seeds per cluster, Ripening Season: Late summer to early fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: One to two weeks. Ipomoea alba, Central America, Starchy, tuberous, Summer, High in vitamins and minerals, 2-3 weeks."
812,vegetables,71450,Yautia,Morada,"This dark purple yam has a starchy, nutty flavor and is popular in Caribbean cuisine. It is often used in soups and stews, as well as mashed or boiled and served as a side dish. Yams are a good source of dietary fiber and vitamins A and C.","Size: 2-3 inches, Shape: Cylindrical, Skin Color: Brown, Appearance: Smooth, Texture: Starchy, Weight: 30-40 grams","Size: 2-3 inches, Shape: Cylindrical, Skin Color: Brown, Appearance: Smooth, Texture: Starchy, Weight: 30-40 grams,Scientific name: Averrhoa carambola, Origin: Philippines, TSS value: 8-12%, Acidity: 0.8-1.2%, Taste: sour and sweet, Seed: 1-2%, Ripening Season: March-April, Nutritional Value: Vitamin C, antioxidants, Shelf life: 2-3 days Beta vulgaris, Origin: Europe and western Asia, Taste: Sweet and earthy, Seed: One to three seeds per cluster, Ripening Season: Late summer to early fall, Nutritional Value: Rich in vitamins and minerals, Shelf life: One to two weeks. Ipomoea batatas, Origin: Peru , Taste: Sweet , Seed: tuber, Ripening Season: year-round, Nutritional Value: high in vitamin C, Shelf life: up to 2 weeks"
814,vegetables,121293,Sugarcane,Rapadura,"Rapadura sugar is a whole, unrefined sugar created from sugarcane juice. It is minimally processed, retaining many of the cane’s natural nutrients. Rapadura sugar has a dark brown color and a molasses-like flavor. It is popular in Latin American countries and is becoming more widely available in the United States.","Size: 18-20 inches, Shape: Cylindrical, Skin Color: Green, Appearance: Smooth, Texture: Hard, Weight: 1 kg","Size: 18-20 inches, Shape: Cylindrical, Skin Color: Green, Appearance: Smooth, Texture: Hard, Weight: 1 kg,Scientific name: Saccharum officinarum, Origin: Southeast Asia, Taste: Sweet, Seed: Rare, Ripening Season: October-November, Nutritional Value: High in sugar and calories, Shelf life: 2-3 months"
